Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
20,B,1,1648055274712,1,592,300,1,NaN,Firefox,67_img.png
20,C,1,1648055275242,0,166,399,NaN,key.ALT+key.TAB,Firefox,68_img.png
20,D,1,1648055276041,0,NaN,NaN,0,Possimus,Firefox,69_img.png
21,A,2,1648055277001,1,783,262,1,NaN,Firefox,70_img.png
21,B,2,1648055277244,1,1105,129,1,NaN,Firefox,71_img.png
21,E,2,1648055277492,0,NaN,NaN,NaN,ratione fugiat obcaecati dolor,Firefox,72_img.png
22,A,2,1648055278373,1,356,213,1,NaN,Firefox,73_img.png
22,B,2,1648055278610,1,1019,95,1,NaN,Firefox,74_img.png
22,E,2,1648055278858,0,NaN,NaN,NaN,nam rem ab neque,Firefox,75_img.png
23,A,1,1648055279731,1,577,224,1,NaN,Firefox,76_img.png
23,B,1,1648055279972,1,575,288,1,NaN,Firefox,77_img.png
23,C,1,1648055280479,0,400,394,NaN,key.ALT+key.TAB,Firefox,78_img.png
23,D,1,1648055281247,0,NaN,NaN,0,Voluptatibus,Firefox,79_img.png
24,A,1,1648055282058,1,1108,252,1,NaN,Firefox,80_img.png
24,B,1,1648055282305,1,603,255,1,NaN,Firefox,81_img.png
24,C,1,1648055282786,0,319,369,NaN,key.ALT+key.TAB,Firefox,82_img.png
24,D,1,1648055283489,0,NaN,NaN,0,Rerum,Firefox,83_img.png
25,A,2,1648055284898,1,414,204,1,NaN,Firefox,84_img.png
25,B,2,1648055285754,1,1069,117,1,NaN,Firefox,85_img.png
25,E,2,1648055286555,0,NaN,NaN,NaN,minus magnam dolores voluptatum,Firefox,86_img.png
26,A,2,1648055287675,1,546,212,1,NaN,Firefox,87_img.png
26,B,2,1648055287919,1,1042,46,1,NaN,Firefox,88_img.png
26,E,2,1648055288177,0,NaN,NaN,NaN,eius qui explicabo similique,Firefox,89_img.png
27,A,2,1648055289070,1,1092,216,1,NaN,Firefox,90_img.png
27,B,2,1648055289322,1,1014,62,1,NaN,Firefox,91_img.png
27,E,2,1648055289562,0,NaN,NaN,NaN,beatae itaque exercitationem voluptatibus,Firefox,92_img.png
28,A,1,1648055290476,1,339,231,1,NaN,Firefox,93_img.png
28,B,1,1648055290707,1,591,267,1,NaN,Firefox,94_img.png
28,C,1,1648055291206,0,196,504,NaN,key.ALT+key.TAB,Firefox,95_img.png
28,D,1,1648055291895,0,NaN,NaN,0,Nisi,Firefox,96_img.png
29,A,2,1648055292655,1,637,222,1,NaN,Firefox,97_img.png
29,B,2,1648055292918,1,1088,109,1,NaN,Firefox,98_img.png
29,E,2,1648055293152,0,NaN,NaN,NaN,soluta quis amet nulla,Firefox,99_img.png
