Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
16,B,1,1648055614695,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,83_img.png
16,C,1,1648055614895,0,961,152,NaN,Cupiditate,CRM,84_img.png
16,D,1,1648055615322,0,976,613,0,NaN,CRM,85_img.png
16,E,1,1648055617525,1,623,429,1,NaN,CRM,86_img.png
16,F,1,1648055617753,0,615,440,NaN,NaN,CRM,87_img.png
17,A,1,1648055617976,1,511,204,1,NaN,Firefox,88_img.png
17,B,1,1648055618209,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,89_img.png
17,C,1,1648055618382,0,964,145,NaN,Eius,CRM,90_img.png
17,D,1,1648055618818,0,883,625,0,NaN,CRM,91_img.png
17,E,1,1648055620946,1,608,414,1,NaN,CRM,92_img.png
17,F,1,1648055621161,0,630,438,NaN,NaN,CRM,93_img.png
18,A,2,1648055621402,1,508,213,1,NaN,Firefox,94_img.png
18,B,2,1648055621643,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,95_img.png
18,C,2,1648055621850,0,948,155,NaN,Voluptate,CRM,96_img.png
18,D,2,1648055622065,0,963,158,NaN,Ea,CRM,97_img.png
18,E,2,1648055622542,0,NaN,NaN,NaN,key.ENTER,Firefox,98_img.png
