Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
12,A,1,1648056554552,1,516,190,1,NaN,Firefox,62_img.png
12,B,1,1648056554768,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,63_img.png
12,C,1,1648056555248,0,959,148,NaN,Deleniti,CRM,64_img.png
12,D,1,1648056555724,0,818,637,0,NaN,CRM,65_img.png
12,E,1,1648056557723,1,643,443,1,NaN,CRM,66_img.png
12,F,1,1648056557947,0,631,430,NaN,NaN,CRM,67_img.png
13,A,1,1648056558173,1,497,200,1,NaN,Firefox,68_img.png
13,B,1,1648056558407,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,69_img.png
13,C,1,1648056558875,0,961,153,NaN,Cupiditate,CRM,70_img.png
13,D,1,1648056559354,0,946,633,0,NaN,CRM,71_img.png
13,E,1,1648056561344,1,618,441,1,NaN,CRM,72_img.png
13,F,1,1648056561562,0,635,438,NaN,NaN,CRM,73_img.png
14,A,2,1648056561786,1,505,206,1,NaN,Firefox,74_img.png
14,B,2,1648056562031,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,75_img.png
14,C,2,1648056562528,0,956,144,NaN,Earum,CRM,76_img.png
14,D,2,1648056563010,0,870,616,0,NaN,CRM,77_img.png
14,G,2,1648056565776,0,NaN,NaN,NaN,key.ENTER,Firefox,78_img.png
15,A,2,1648056566368,1,508,204,1,NaN,Firefox,79_img.png
15,B,2,1648056566833,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,80_img.png
15,C,2,1648056567677,0,955,141,NaN,Assumenda,CRM,81_img.png
15,D,2,1648056568593,0,981,637,0,NaN,CRM,82_img.png
15,G,2,1648056571963,0,NaN,NaN,NaN,key.ENTER,Firefox,83_img.png
16,A,2,1648056572524,1,515,201,1,NaN,Firefox,84_img.png
16,B,2,1648056572901,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,85_img.png
16,C,2,1648056573539,0,959,160,NaN,Dolorem,CRM,86_img.png
16,D,2,1648056574008,0,986,629,0,NaN,CRM,87_img.png
16,G,2,1648056576057,0,NaN,NaN,NaN,key.ENTER,Firefox,88_img.png
17,A,2,1648056576267,1,515,201,1,NaN,Firefox,89_img.png
17,B,2,1648056576478,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,90_img.png
17,C,2,1648056576962,0,945,141,NaN,Sequi,CRM,91_img.png
17,D,2,1648056577490,0,930,632,0,NaN,CRM,92_img.png
17,G,2,1648056579625,0,NaN,NaN,NaN,key.ENTER,Firefox,93_img.png
18,A,2,1648056579851,1,498,209,1,NaN,Firefox,94_img.png
18,B,2,1648056580069,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,95_img.png
18,C,2,1648056580552,0,945,155,NaN,Quos,CRM,96_img.png
18,D,2,1648056580998,0,977,612,0,NaN,CRM,97_img.png
18,G,2,1648056583043,0,NaN,NaN,NaN,key.ENTER,Firefox,98_img.png
