Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
13,F,1,1648055978222,0,669,413,NaN,NaN,CRM,74_img.png
14,A,1,1648055978431,1,523,196,1,NaN,Firefox,75_img.png
14,B,1,1648055978649,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,76_img.png
14,C,1,1648055978888,0,956,154,NaN,Nemo,CRM,77_img.png
14,D,1,1648055979376,0,909,622,0,NaN,CRM,78_img.png
14,E,1,1648055981530,1,621,426,1,NaN,CRM,79_img.png
14,F,1,1648055981743,0,653,419,NaN,NaN,CRM,80_img.png
15,A,1,1648055981945,1,521,200,1,NaN,Firefox,81_img.png
15,B,1,1648055982157,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,82_img.png
15,C,1,1648055982501,0,943,154,NaN,Inventore,CRM,83_img.png
15,D,1,1648055982941,0,926,619,0,NaN,CRM,84_img.png
15,E,1,1648055986311,1,634,437,1,NaN,CRM,85_img.png
15,F,1,1648055986906,0,660,427,NaN,NaN,CRM,86_img.png
16,A,2,1648055987312,1,502,191,1,NaN,Firefox,87_img.png
16,B,2,1648055987730,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,88_img.png
16,C,2,1648055988174,0,952,146,NaN,Earum,CRM,89_img.png
16,D,2,1648055988567,0,948,146,NaN,Iure,CRM,90_img.png
16,E,2,1648055989315,0,NaN,NaN,NaN,key.ENTER,Firefox,91_img.png
17,A,1,1648055990174,1,507,195,1,NaN,Firefox,92_img.png
17,B,1,1648055990722,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,93_img.png
17,C,1,1648055991121,0,945,149,NaN,Quam,CRM,94_img.png
17,D,1,1648055992019,0,895,609,0,NaN,CRM,95_img.png
17,E,1,1648055993982,1,643,437,1,NaN,CRM,96_img.png
17,F,1,1648055994202,0,611,415,NaN,NaN,CRM,97_img.png
18,A,2,1648055994405,1,524,213,1,NaN,Firefox,98_img.png
18,B,2,1648055994612,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,99_img.png
18,C,2,1648055994892,0,950,149,NaN,Quo,CRM,100_img.png
18,D,2,1648055995106,0,950,144,NaN,Accusantium,CRM,101_img.png
18,E,2,1648055995581,0,NaN,NaN,NaN,key.ENTER,Firefox,102_img.png
