Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
13,C,2,1648055665047,0,952,156,NaN,Accusamus,CRM,70_img.png
13,D,2,1648055665460,0,943,150,NaN,Possimus,CRM,71_img.png
13,E,2,1648055666516,0,NaN,NaN,NaN,key.ENTER,Firefox,72_img.png
14,A,1,1648055667522,1,496,207,1,NaN,Firefox,73_img.png
14,B,1,1648055668072,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,74_img.png
14,C,1,1648055668534,0,941,154,NaN,Id,CRM,75_img.png
14,D,1,1648055669493,0,934,631,0,NaN,CRM,76_img.png
14,E,1,1648055672673,1,650,420,1,NaN,CRM,77_img.png
14,F,1,1648055672890,0,616,444,NaN,NaN,CRM,78_img.png
15,A,1,1648055673110,1,507,199,1,NaN,Firefox,79_img.png
15,B,1,1648055673325,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,80_img.png
15,C,1,1648055673497,0,943,160,NaN,Amet,CRM,81_img.png
15,D,1,1648055673904,0,970,625,0,NaN,CRM,82_img.png
15,E,1,1648055675903,1,668,431,1,NaN,CRM,83_img.png
15,F,1,1648055676111,0,607,441,NaN,NaN,CRM,84_img.png
16,A,1,1648055676327,1,517,209,1,NaN,Firefox,85_img.png
16,B,1,1648055676529,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,86_img.png
16,C,1,1648055676745,0,963,143,NaN,Reprehenderit,CRM,87_img.png
16,D,1,1648055677124,0,848,625,0,NaN,CRM,88_img.png
16,E,1,1648055679139,1,636,445,1,NaN,CRM,89_img.png
16,F,1,1648055679351,0,642,421,NaN,NaN,CRM,90_img.png
17,A,1,1648055679544,1,523,189,1,NaN,Firefox,91_img.png
17,B,1,1648055679758,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,92_img.png
17,C,1,1648055679983,0,949,145,NaN,Delectus,CRM,93_img.png
17,D,1,1648055680371,0,907,609,0,NaN,CRM,94_img.png
17,E,1,1648055682281,1,644,426,1,NaN,CRM,95_img.png
17,F,1,1648055682499,0,661,427,NaN,NaN,CRM,96_img.png
18,A,1,1648055682708,1,519,207,1,NaN,Firefox,97_img.png
18,B,1,1648055682924,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,98_img.png
18,C,1,1648055683098,0,947,155,NaN,Libero,CRM,99_img.png
18,D,1,1648055683517,0,923,615,0,NaN,CRM,100_img.png
18,E,1,1648055686878,1,653,419,1,NaN,CRM,101_img.png
18,F,1,1648055687185,0,667,446,NaN,NaN,CRM,102_img.png
