Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
22,A,1,1648055121108,1,754,269,1,NaN,Firefox,80_img.png
22,B,1,1648055121424,1,591,261,1,NaN,Firefox,81_img.png
22,C,1,1648055121983,0,551,571,NaN,key.ALT+key.TAB,Firefox,82_img.png
22,D,1,1648055122690,0,NaN,NaN,0,Unde,Firefox,83_img.png
23,A,2,1648055125335,1,545,205,1,NaN,Firefox,84_img.png
23,B,2,1648055126173,1,1060,77,1,NaN,Firefox,85_img.png
23,E,2,1648055128513,0,NaN,NaN,NaN,numquam doloribus fugiat excepturi,Firefox,86_img.png
24,A,1,1648055133929,1,975,244,1,NaN,Firefox,87_img.png
24,B,1,1648055134191,1,573,283,1,NaN,Firefox,88_img.png
24,C,1,1648055135184,0,216,607,NaN,key.ALT+key.TAB,Firefox,89_img.png
24,D,1,1648055135964,0,NaN,NaN,0,Cumque,Firefox,90_img.png
25,A,2,1648055137264,1,872,195,1,NaN,Firefox,91_img.png
25,B,2,1648055137563,1,1014,130,1,NaN,Firefox,92_img.png
25,E,2,1648055137805,0,NaN,NaN,NaN,dolorem deserunt at excepturi,Firefox,93_img.png
26,A,2,1648055138604,1,540,240,1,NaN,Firefox,94_img.png
26,B,2,1648055138832,1,1019,98,1,NaN,Firefox,95_img.png
26,E,2,1648055139081,0,NaN,NaN,NaN,dolore deserunt quisquam beatae,Firefox,96_img.png
27,A,2,1648055139845,1,402,213,1,NaN,Firefox,97_img.png
27,B,2,1648055140077,1,1100,98,1,NaN,Firefox,98_img.png
27,E,2,1648055140328,0,NaN,NaN,NaN,dignissimos earum quasi temporibus,Firefox,99_img.png
28,A,2,1648055141079,1,449,200,1,NaN,Firefox,100_img.png
28,B,2,1648055141320,1,1097,97,1,NaN,Firefox,101_img.png
28,E,2,1648055141571,0,NaN,NaN,NaN,facere veniam earum culpa,Firefox,102_img.png
