Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
20,E,2,1648055058341,0,NaN,NaN,NaN,laudantium quae deserunt voluptatum,Firefox,68_img.png
21,A,2,1648055059081,1,1042,242,1,NaN,Firefox,69_img.png
21,B,2,1648055059331,1,1014,118,1,NaN,Firefox,70_img.png
21,E,2,1648055059588,0,NaN,NaN,NaN,quae quia voluptatum nostrum,Firefox,71_img.png
22,A,1,1648055060312,1,759,194,1,NaN,Firefox,72_img.png
22,B,1,1648055060560,1,649,254,1,NaN,Firefox,73_img.png
22,C,1,1648055061055,0,645,666,NaN,key.ALT+key.TAB,Firefox,74_img.png
22,D,1,1648055061720,0,NaN,NaN,0,Aut,Firefox,75_img.png
23,A,2,1648055062462,1,286,236,1,NaN,Firefox,76_img.png
23,B,2,1648055062699,1,1053,66,1,NaN,Firefox,77_img.png
23,E,2,1648055062944,0,NaN,NaN,NaN,officiis est eveniet aliquam,Firefox,78_img.png
24,A,2,1648055064241,1,686,254,1,NaN,Firefox,79_img.png
24,B,2,1648055064971,1,1089,57,1,NaN,Firefox,80_img.png
24,E,2,1648055065589,0,NaN,NaN,NaN,quod non minus quidem,Firefox,81_img.png
25,A,2,1648055067249,1,737,214,1,NaN,Firefox,82_img.png
25,B,2,1648055067488,1,1089,108,1,NaN,Firefox,83_img.png
25,E,2,1648055067732,0,NaN,NaN,NaN,deleniti velit nulla nostrum,Firefox,84_img.png
26,A,1,1648055068470,1,350,216,1,NaN,Firefox,85_img.png
26,B,1,1648055068723,1,605,274,1,NaN,Firefox,86_img.png
26,C,1,1648055069227,0,264,424,NaN,key.ALT+key.TAB,Firefox,87_img.png
26,D,1,1648055069866,0,NaN,NaN,0,Ipsam,Firefox,88_img.png
27,A,1,1648055070589,1,847,230,1,NaN,Firefox,89_img.png
27,B,1,1648055070817,1,605,265,1,NaN,Firefox,90_img.png
27,C,1,1648055071302,0,379,458,NaN,key.ALT+key.TAB,Firefox,91_img.png
27,D,1,1648055071929,0,NaN,NaN,0,Modi,Firefox,92_img.png
28,A,1,1648055072648,1,337,200,1,NaN,Firefox,93_img.png
28,B,1,1648055072892,1,646,254,1,NaN,Firefox,94_img.png
28,C,1,1648055073376,0,169,654,NaN,key.ALT+key.TAB,Firefox,95_img.png
28,D,1,1648055074059,0,NaN,NaN,0,Facere,Firefox,96_img.png
29,A,2,1648055074780,1,670,199,1,NaN,Firefox,97_img.png
29,B,2,1648055075038,1,1018,46,1,NaN,Firefox,98_img.png
29,E,2,1648055075283,0,NaN,NaN,NaN,blanditiis atque voluptatem repellat,Firefox,99_img.png
