Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
8,B,1,1648056617359,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,41_img.png
8,C,1,1648056617826,0,945,157,NaN,Reprehenderit,CRM,42_img.png
8,D,1,1648056618319,0,935,617,0,NaN,CRM,43_img.png
8,E,1,1648056620332,1,608,417,1,NaN,CRM,44_img.png
8,F,1,1648056620547,0,605,414,NaN,NaN,CRM,45_img.png
9,A,1,1648056620783,1,496,193,1,NaN,Firefox,46_img.png
9,B,1,1648056621001,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,47_img.png
9,C,1,1648056621485,0,957,159,NaN,Eligendi,CRM,48_img.png
9,D,1,1648056621959,0,940,613,0,NaN,CRM,49_img.png
9,E,1,1648056625105,1,659,439,1,NaN,CRM,50_img.png
9,F,1,1648056627596,0,635,440,NaN,NaN,CRM,51_img.png
10,A,2,1648056628000,1,504,195,1,NaN,Firefox,52_img.png
10,B,2,1648056628356,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,53_img.png
10,C,2,1648056628911,0,964,148,NaN,Voluptates,CRM,54_img.png
10,D,2,1648056629717,0,897,624,0,NaN,CRM,55_img.png
10,G,2,1648056635596,0,NaN,NaN,NaN,key.ENTER,Firefox,56_img.png
11,A,2,1648056636422,1,519,195,1,NaN,Firefox,57_img.png
11,B,2,1648056637059,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,58_img.png
11,C,2,1648056637894,0,963,150,NaN,Ratione,CRM,59_img.png
11,D,2,1648056639002,0,934,623,0,NaN,CRM,60_img.png
11,G,2,1648056642665,0,NaN,NaN,NaN,key.ENTER,Firefox,61_img.png
12,A,1,1648056643053,1,501,189,1,NaN,Firefox,62_img.png
12,B,1,1648056645080,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,63_img.png
12,C,1,1648056647226,0,960,150,NaN,Sit,CRM,64_img.png
12,D,1,1648056648949,0,824,638,0,NaN,CRM,65_img.png
12,E,1,1648056651183,1,647,414,1,NaN,CRM,66_img.png
12,F,1,1648056652273,0,621,424,NaN,NaN,CRM,67_img.png
13,A,1,1648056653712,1,516,194,1,NaN,Firefox,68_img.png
13,B,1,1648056654359,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,69_img.png
13,C,1,1648056654910,0,953,145,NaN,Officia,CRM,70_img.png
13,D,1,1648056656088,0,959,626,0,NaN,CRM,71_img.png
13,E,1,1648056659665,1,611,447,1,NaN,CRM,72_img.png
13,F,1,1648056660096,0,620,439,NaN,NaN,CRM,73_img.png
14,A,1,1648056660594,1,496,202,1,NaN,Firefox,74_img.png
14,B,1,1648056661019,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,75_img.png
14,C,1,1648056661988,0,951,152,NaN,Numquam,CRM,76_img.png
14,D,1,1648056662568,0,849,611,0,NaN,CRM,77_img.png
14,E,1,1648056665828,1,664,448,1,NaN,CRM,78_img.png
14,F,1,1648056666254,0,611,424,NaN,NaN,CRM,79_img.png
15,A,1,1648056666771,1,509,194,1,NaN,Firefox,80_img.png
15,B,1,1648056667237,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,81_img.png
15,C,1,1648056667941,0,944,142,NaN,Inventore,CRM,82_img.png
15,D,1,1648056668682,0,890,629,0,NaN,CRM,83_img.png
15,E,1,1648056671805,1,635,438,1,NaN,CRM,84_img.png
15,F,1,1648056672289,0,597,418,NaN,NaN,CRM,85_img.png
16,A,2,1648056672726,1,507,215,1,NaN,Firefox,86_img.png
16,B,2,1648056673268,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,87_img.png
16,C,2,1648056673771,0,949,153,NaN,Nam,CRM,88_img.png
16,D,2,1648056674246,0,998,627,0,NaN,CRM,89_img.png
16,G,2,1648056676254,0,NaN,NaN,NaN,key.ENTER,Firefox,90_img.png
17,A,1,1648056676481,1,522,196,1,NaN,Firefox,91_img.png
17,B,1,1648056676706,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,92_img.png
17,C,1,1648056677167,0,947,159,NaN,Debitis,CRM,93_img.png
17,D,1,1648056677639,0,978,619,0,NaN,CRM,94_img.png
17,E,1,1648056679699,1,614,420,1,NaN,CRM,95_img.png
17,F,1,1648056679908,0,611,416,NaN,NaN,CRM,96_img.png
18,A,1,1648056680131,1,498,210,1,NaN,Firefox,97_img.png
18,B,1,1648056680351,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,98_img.png
18,C,1,1648056680856,0,945,147,NaN,Voluptatum,CRM,99_img.png
18,D,1,1648056681341,0,980,625,0,NaN,CRM,100_img.png
18,E,1,1648056683344,1,630,413,1,NaN,CRM,101_img.png
18,F,1,1648056683555,0,669,435,NaN,NaN,CRM,102_img.png
