Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
7,C,2,1648056256241,0,954,157,NaN,Nisi,CRM,37_img.png
7,D,2,1648056256657,0,937,632,0,NaN,CRM,38_img.png
7,G,2,1648056258801,0,NaN,NaN,NaN,key.ENTER,Firefox,39_img.png
8,A,2,1648056259014,1,513,203,1,NaN,Firefox,40_img.png
8,B,2,1648056259237,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,41_img.png
8,C,2,1648056259710,0,959,143,NaN,Explicabo,CRM,42_img.png
8,D,2,1648056260095,0,911,625,0,NaN,CRM,43_img.png
8,G,2,1648056262161,0,NaN,NaN,NaN,key.ENTER,Firefox,44_img.png
9,A,2,1648056262382,1,523,202,1,NaN,Firefox,45_img.png
9,B,2,1648056262608,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,46_img.png
9,C,2,1648056263105,0,942,157,NaN,Consequatur,CRM,47_img.png
9,D,2,1648056263509,0,979,616,0,NaN,CRM,48_img.png
9,G,2,1648056266187,0,NaN,NaN,NaN,key.ENTER,Firefox,49_img.png
10,A,1,1648056266638,1,515,203,1,NaN,Firefox,50_img.png
10,B,1,1648056267063,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,51_img.png
10,C,1,1648056267917,0,956,142,NaN,Corrupti,CRM,52_img.png
10,D,1,1648056268825,0,894,613,0,NaN,CRM,53_img.png
10,E,1,1648056271796,1,639,424,1,NaN,CRM,54_img.png
10,F,1,1648056272183,0,633,418,NaN,NaN,CRM,55_img.png
11,A,2,1648056272577,1,496,212,1,NaN,Firefox,56_img.png
11,B,2,1648056273088,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,57_img.png
11,C,2,1648056274399,0,964,158,NaN,Iure,CRM,58_img.png
11,D,2,1648056275725,0,892,609,0,NaN,CRM,59_img.png
11,G,2,1648056280410,0,NaN,NaN,NaN,key.ENTER,Firefox,60_img.png
12,A,2,1648056280917,1,497,203,1,NaN,Firefox,61_img.png
12,B,2,1648056282497,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,62_img.png
12,C,2,1648056283297,0,946,148,NaN,Expedita,CRM,63_img.png
12,D,2,1648056285189,0,827,621,0,NaN,CRM,64_img.png
12,G,2,1648056293078,0,NaN,NaN,NaN,key.ENTER,Firefox,65_img.png
13,A,1,1648056295231,1,515,190,1,NaN,Firefox,66_img.png
13,B,1,1648056295722,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,67_img.png
13,C,1,1648056296695,0,946,149,NaN,Assumenda,CRM,68_img.png
13,D,1,1648056297787,0,1005,635,0,NaN,CRM,69_img.png
13,E,1,1648056300740,1,670,427,1,NaN,CRM,70_img.png
13,F,1,1648056300957,0,620,440,NaN,NaN,CRM,71_img.png
14,A,2,1648056301179,1,525,189,1,NaN,Firefox,72_img.png
14,B,2,1648056301406,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,73_img.png
14,C,2,1648056301889,0,950,159,NaN,Dicta,CRM,74_img.png
14,D,2,1648056302297,0,857,637,0,NaN,CRM,75_img.png
14,G,2,1648056304488,0,NaN,NaN,NaN,key.ENTER,Firefox,76_img.png
15,A,1,1648056304939,1,518,194,1,NaN,Firefox,77_img.png
15,B,1,1648056305424,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,78_img.png
15,C,1,1648056306076,0,960,151,NaN,Quidem,CRM,79_img.png
15,D,1,1648056306744,0,845,627,0,NaN,CRM,80_img.png
15,E,1,1648056309896,1,597,416,1,NaN,CRM,81_img.png
15,F,1,1648056310345,0,612,437,NaN,NaN,CRM,82_img.png
16,A,1,1648056310730,1,510,206,1,NaN,Firefox,83_img.png
16,B,1,1648056311135,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,84_img.png
16,C,1,1648056311894,0,948,150,NaN,Rerum,CRM,85_img.png
16,D,1,1648056312631,0,897,625,0,NaN,CRM,86_img.png
16,E,1,1648056314786,1,597,440,1,NaN,CRM,87_img.png
16,F,1,1648056315008,0,598,434,NaN,NaN,CRM,88_img.png
17,A,2,1648056315239,1,515,203,1,NaN,Firefox,89_img.png
17,B,2,1648056315457,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,90_img.png
17,C,2,1648056315945,0,961,158,NaN,Placeat,CRM,91_img.png
17,D,2,1648056316351,0,992,633,0,NaN,CRM,92_img.png
17,G,2,1648056318234,0,NaN,NaN,NaN,key.ENTER,Firefox,93_img.png
18,A,2,1648056318447,1,508,204,1,NaN,Firefox,94_img.png
18,B,2,1648056318666,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,95_img.png
18,C,2,1648056319140,0,942,148,NaN,A,CRM,96_img.png
18,D,2,1648056319539,0,878,617,0,NaN,CRM,97_img.png
18,G,2,1648056321587,0,NaN,NaN,NaN,key.ENTER,Firefox,98_img.png
